Symbol,Refdate,Starttime,Endtime
QQQ,19990726,19990726-09:30:00,19990726-16:15:00
QQQ,19990727,19990727-09:30:00,19990727-16:15:00
QQQ,19990728,19990728-09:30:00,19990728-16:15:00
QQQ,19990729,19990729-09:30:00,19990729-16:15:00
QQQ,19990730,19990730-09:30:00,19990730-16:15:00
QQQ,19990802,19990802-09:30:00,19990802-16:15:00
QQQ,19990803,19990803-09:30:00,19990803-16:15:00
QQQ,19990804,19990804-09:30:00,19990804-16:15:00
QQQ,19990805,19990805-09:30:00,19990805-16:15:00
QQQ,19990806,19990806-09:30:00,19990806-16:15:00
QQQ,19990809,19990809-09:30:00,19990809-16:15:00
QQQ,19990810,19990810-09:30:00,19990810-16:15:00
QQQ,19990811,19990811-09:30:00,19990811-16:15:00
QQQ,19990812,19990812-09:30:00,19990812-16:15:00
QQQ,19990813,19990813-09:30:00,19990813-16:15:00
QQQ,19990816,19990816-09:30:00,19990816-16:15:00
QQQ,19990817,19990817-09:30:00,19990817-16:15:00
QQQ,19990818,19990818-09:30:00,19990818-16:15:00
QQQ,19990819,19990819-09:30:00,19990819-16:15:00
QQQ,19990820,19990820-09:30:00,19990820-16:15:00
QQQ,19990823,19990823-09:30:00,19990823-16:15:00
QQQ,19990824,19990824-09:30:00,19990824-16:15:00
QQQ,19990825,19990825-09:30:00,19990825-16:15:00
QQQ,19990826,19990826-09:30:00,19990826-16:15:00
QQQ,19990827,19990827-09:30:00,19990827-16:15:00
QQQ,19990830,19990830-09:30:00,19990830-16:15:00
QQQ,19990831,19990831-09:30:00,19990831-16:15:00
QQQ,19990901,19990901-09:30:00,19990901-16:15:00
QQQ,19990902,19990902-09:30:00,19990902-16:15:00
QQQ,19990903,19990903-09:30:00,19990903-16:15:00
QQQ,19990906,19990906-09:30:00,19990906-16:15:00
QQQ,19990907,19990907-09:30:00,19990907-16:15:00
QQQ,19990908,19990908-09:30:00,19990908-16:15:00
QQQ,19990909,19990909-09:30:00,19990909-16:15:00
QQQ,19990910,19990910-09:30:00,19990910-16:15:00
QQQ,19990913,19990913-09:30:00,19990913-16:15:00
QQQ,19990914,19990914-09:30:00,19990914-16:15:00
QQQ,19990915,19990915-09:30:00,19990915-16:15:00
QQQ,19990916,19990916-09:30:00,19990916-16:15:00
QQQ,19990917,19990917-09:30:00,19990917-16:15:00
QQQ,19990920,19990920-09:30:00,19990920-16:15:00
QQQ,19990921,19990921-09:30:00,19990921-16:15:00
QQQ,19990922,19990922-09:30:00,19990922-16:15:00
QQQ,19990923,19990923-09:30:00,19990923-16:15:00
QQQ,19990924,19990924-09:30:00,19990924-16:15:00
QQQ,19990927,19990927-09:30:00,19990927-16:15:00
QQQ,19990928,19990928-09:30:00,19990928-16:15:00
QQQ,19990929,19990929-09:30:00,19990929-16:15:00
QQQ,19990930,19990930-09:30:00,19990930-16:15:00
QQQ,19991001,19991001-09:30:00,19991001-16:15:00
QQQ,19991004,19991004-09:30:00,19991004-16:15:00
QQQ,19991005,19991005-09:30:00,19991005-16:15:00
QQQ,19991006,19991006-09:30:00,19991006-16:15:00
QQQ,19991007,19991007-09:30:00,19991007-16:15:00
QQQ,19991008,19991008-09:30:00,19991008-16:15:00
QQQ,19991011,19991011-09:30:00,19991011-16:15:00
QQQ,19991012,19991012-09:30:00,19991012-16:15:00
QQQ,19991013,19991013-09:30:00,19991013-16:15:00
QQQ,19991014,19991014-09:30:00,19991014-16:15:00
QQQ,19991015,19991015-09:30:00,19991015-16:15:00
QQQ,19991018,19991018-09:30:00,19991018-16:15:00
QQQ,19991019,19991019-09:30:00,19991019-16:15:00
QQQ,19991020,19991020-09:30:00,19991020-16:15:00
QQQ,19991021,19991021-09:30:00,19991021-16:15:00
QQQ,19991022,19991022-09:30:00,19991022-16:15:00
QQQ,19991025,19991025-09:30:00,19991025-16:15:00
QQQ,19991026,19991026-09:30:00,19991026-16:15:00
QQQ,19991027,19991027-09:30:00,19991027-16:15:00
QQQ,19991028,19991028-09:30:00,19991028-16:15:00
QQQ,19991029,19991029-09:30:00,19991029-16:15:00
QQQ,19991101,19991101-09:30:00,19991101-16:15:00
QQQ,19991102,19991102-09:30:00,19991102-16:15:00
QQQ,19991103,19991103-09:30:00,19991103-16:15:00
QQQ,19991104,19991104-09:30:00,19991104-16:15:00
QQQ,19991105,19991105-09:30:00,19991105-16:15:00
QQQ,19991108,19991108-09:30:00,19991108-16:15:00
QQQ,19991109,19991109-09:30:00,19991109-16:15:00
QQQ,19991110,19991110-09:30:00,19991110-16:15:00
QQQ,19991111,19991111-09:30:00,19991111-16:15:00
QQQ,19991112,19991112-09:30:00,19991112-16:15:00
QQQ,19991115,19991115-09:30:00,19991115-16:15:00
QQQ,19991116,19991116-09:30:00,19991116-16:15:00
QQQ,19991117,19991117-09:30:00,19991117-16:15:00
QQQ,19991118,19991118-09:30:00,19991118-16:15:00
QQQ,19991119,19991119-09:30:00,19991119-16:15:00
QQQ,19991122,19991122-09:30:00,19991122-16:15:00
QQQ,19991123,19991123-09:30:00,19991123-16:15:00
QQQ,19991124,19991124-09:30:00,19991124-16:15:00
QQQ,19991125,19991125-09:30:00,19991125-16:15:00
QQQ,19991126,19991126-09:30:00,19991126-16:15:00
QQQ,19991129,19991129-09:30:00,19991129-16:15:00
QQQ,19991130,19991130-09:30:00,19991130-16:15:00
QQQ,19991201,19991201-09:30:00,19991201-16:15:00
QQQ,19991202,19991202-09:30:00,19991202-16:15:00
QQQ,19991203,19991203-09:30:00,19991203-16:15:00
QQQ,19991206,19991206-09:30:00,19991206-16:15:00
QQQ,19991207,19991207-09:30:00,19991207-16:15:00
QQQ,19991208,19991208-09:30:00,19991208-16:15:00
QQQ,19991209,19991209-09:30:00,19991209-16:15:00
QQQ,19991210,19991210-09:30:00,19991210-16:15:00
QQQ,19991213,19991213-09:30:00,19991213-16:15:00
QQQ,19991214,19991214-09:30:00,19991214-16:15:00
QQQ,19991215,19991215-09:30:00,19991215-16:15:00
QQQ,19991216,19991216-09:30:00,19991216-16:15:00
QQQ,19991217,19991217-09:30:00,19991217-16:15:00
QQQ,19991220,19991220-09:30:00,19991220-16:15:00
QQQ,19991221,19991221-09:30:00,19991221-16:15:00
QQQ,19991222,19991222-09:30:00,19991222-16:15:00
QQQ,19991223,19991223-09:30:00,19991223-16:15:00
QQQ,19991224,19991224-09:30:00,19991224-16:15:00
QQQ,19991227,19991227-09:30:00,19991227-16:15:00
QQQ,19991228,19991228-09:30:00,19991228-16:15:00
QQQ,19991229,19991229-09:30:00,19991229-16:15:00
QQQ,19991230,19991230-09:30:00,19991230-16:15:00
QQQ,19991231,19991231-09:30:00,19991231-16:15:00
QQQ,20000103,20000103-09:30:00,20000103-16:15:00
QQQ,20000104,20000104-09:30:00,20000104-16:15:00
QQQ,20000105,20000105-09:30:00,20000105-16:15:00
QQQ,20000106,20000106-09:30:00,20000106-16:15:00
QQQ,20000107,20000107-09:30:00,20000107-16:15:00
QQQ,20000110,20000110-09:30:00,20000110-16:15:00
QQQ,20000111,20000111-09:30:00,20000111-16:15:00
QQQ,20000112,20000112-09:30:00,20000112-16:15:00
QQQ,20000113,20000113-09:30:00,20000113-16:15:00
QQQ,20000114,20000114-09:30:00,20000114-16:15:00
QQQ,20000117,20000117-09:30:00,20000117-16:15:00
QQQ,20000118,20000118-09:30:00,20000118-16:15:00
QQQ,20000119,20000119-09:30:00,20000119-16:15:00
QQQ,20000120,20000120-09:30:00,20000120-16:15:00
QQQ,20000121,20000121-09:30:00,20000121-16:15:00
QQQ,20000124,20000124-09:30:00,20000124-16:15:00
QQQ,20000125,20000125-09:30:00,20000125-16:15:00
QQQ,20000126,20000126-09:30:00,20000126-16:15:00
QQQ,20000127,20000127-09:30:00,20000127-16:15:00
QQQ,20000128,20000128-09:30:00,20000128-16:15:00
QQQ,20000131,20000131-09:30:00,20000131-16:15:00
QQQ,20000201,20000201-09:30:00,20000201-16:15:00
QQQ,20000202,20000202-09:30:00,20000202-16:15:00
QQQ,20000203,20000203-09:30:00,20000203-16:15:00
QQQ,20000204,20000204-09:30:00,20000204-16:15:00
QQQ,20000207,20000207-09:30:00,20000207-16:15:00
QQQ,20000208,20000208-09:30:00,20000208-16:15:00
QQQ,20000209,20000209-09:30:00,20000209-16:15:00
QQQ,20000210,20000210-09:30:00,20000210-16:15:00
QQQ,20000211,20000211-09:30:00,20000211-16:15:00
QQQ,20000214,20000214-09:30:00,20000214-16:15:00
QQQ,20000215,20000215-09:30:00,20000215-16:15:00
QQQ,20000216,20000216-09:30:00,20000216-16:15:00
QQQ,20000217,20000217-09:30:00,20000217-16:15:00
QQQ,20000218,20000218-09:30:00,20000218-16:15:00
QQQ,20000221,20000221-09:30:00,20000221-16:15:00
QQQ,20000222,20000222-09:30:00,20000222-16:15:00
QQQ,20000223,20000223-09:30:00,20000223-16:15:00
QQQ,20000224,20000224-09:30:00,20000224-16:15:00
QQQ,20000225,20000225-09:30:00,20000225-16:15:00
QQQ,20000228,20000228-09:30:00,20000228-16:15:00
QQQ,20000229,20000229-09:30:00,20000229-16:15:00
QQQ,20000301,20000301-09:30:00,20000301-16:15:00
QQQ,20000302,20000302-09:30:00,20000302-16:15:00
QQQ,20000303,20000303-09:30:00,20000303-16:15:00
QQQ,20000306,20000306-09:30:00,20000306-16:15:00
QQQ,20000307,20000307-09:30:00,20000307-16:15:00
QQQ,20000308,20000308-09:30:00,20000308-16:15:00
QQQ,20000309,20000309-09:30:00,20000309-16:15:00
QQQ,20000310,20000310-09:30:00,20000310-16:15:00
QQQ,20000313,20000313-09:30:00,20000313-16:15:00
QQQ,20000314,20000314-09:30:00,20000314-16:15:00
QQQ,20000315,20000315-09:30:00,20000315-16:15:00
QQQ,20000316,20000316-09:30:00,20000316-16:15:00
QQQ,20000317,20000317-09:30:00,20000317-16:15:00
QQQ,20000320,20000320-09:30:00,20000320-16:15:00
QQQ,20000321,20000321-09:30:00,20000321-16:15:00
QQQ,20000322,20000322-09:30:00,20000322-16:15:00
QQQ,20000323,20000323-09:30:00,20000323-16:15:00
QQQ,20000324,20000324-09:30:00,20000324-16:15:00
QQQ,20000327,20000327-09:30:00,20000327-16:15:00
QQQ,20000328,20000328-09:30:00,20000328-16:15:00
QQQ,20000329,20000329-09:30:00,20000329-16:15:00
QQQ,20000330,20000330-09:30:00,20000330-16:15:00
QQQ,20000331,20000331-09:30:00,20000331-16:15:00
QQQ,20000403,20000403-09:30:00,20000403-16:15:00
QQQ,20000404,20000404-09:30:00,20000404-16:15:00
QQQ,20000405,20000405-09:30:00,20000405-16:15:00
QQQ,20000406,20000406-09:30:00,20000406-16:15:00
QQQ,20000407,20000407-09:30:00,20000407-16:15:00
QQQ,20000410,20000410-09:30:00,20000410-16:15:00
QQQ,20000411,20000411-09:30:00,20000411-16:15:00
QQQ,20000412,20000412-09:30:00,20000412-16:15:00
QQQ,20000413,20000413-09:30:00,20000413-16:15:00
QQQ,20000414,20000414-09:30:00,20000414-16:15:00
QQQ,20000417,20000417-09:30:00,20000417-16:15:00
QQQ,20000418,20000418-09:30:00,20000418-16:15:00
QQQ,20000419,20000419-09:30:00,20000419-16:15:00
QQQ,20000420,20000420-09:30:00,20000420-16:15:00
QQQ,20000421,20000421-09:30:00,20000421-16:15:00
QQQ,20000424,20000424-09:30:00,20000424-16:15:00
QQQ,20000425,20000425-09:30:00,20000425-16:15:00
QQQ,20000426,20000426-09:30:00,20000426-16:15:00
QQQ,20000427,20000427-09:30:00,20000427-16:15:00
QQQ,20000428,20000428-09:30:00,20000428-16:15:00
QQQ,20000501,20000501-09:30:00,20000501-16:15:00
QQQ,20000502,20000502-09:30:00,20000502-16:15:00
QQQ,20000503,20000503-09:30:00,20000503-16:15:00
QQQ,20000504,20000504-09:30:00,20000504-16:15:00
QQQ,20000505,20000505-09:30:00,20000505-16:15:00
QQQ,20000508,20000508-09:30:00,20000508-16:15:00
QQQ,20000509,20000509-09:30:00,20000509-16:15:00
QQQ,20000510,20000510-09:30:00,20000510-16:15:00
QQQ,20000511,20000511-09:30:00,20000511-16:15:00
QQQ,20000512,20000512-09:30:00,20000512-16:15:00
QQQ,20000515,20000515-09:30:00,20000515-16:15:00
QQQ,20000516,20000516-09:30:00,20000516-16:15:00
QQQ,20000517,20000517-09:30:00,20000517-16:15:00
QQQ,20000518,20000518-09:30:00,20000518-16:15:00
QQQ,20000519,20000519-09:30:00,20000519-16:15:00
QQQ,20000522,20000522-09:30:00,20000522-16:15:00
QQQ,20000523,20000523-09:30:00,20000523-16:15:00
QQQ,20000524,20000524-09:30:00,20000524-16:15:00
QQQ,20000525,20000525-09:30:00,20000525-16:15:00
QQQ,20000526,20000526-09:30:00,20000526-16:15:00
QQQ,20000529,20000529-09:30:00,20000529-16:15:00
QQQ,20000530,20000530-09:30:00,20000530-16:15:00
QQQ,20000531,20000531-09:30:00,20000531-16:15:00
QQQ,20000601,20000601-09:30:00,20000601-16:15:00
QQQ,20000602,20000602-09:30:00,20000602-16:15:00
QQQ,20000605,20000605-09:30:00,20000605-16:15:00
QQQ,20000606,20000606-09:30:00,20000606-16:15:00
QQQ,20000607,20000607-09:30:00,20000607-16:15:00
QQQ,20000608,20000608-09:30:00,20000608-16:15:00
QQQ,20000609,20000609-09:30:00,20000609-16:15:00
QQQ,20000612,20000612-09:30:00,20000612-16:15:00
QQQ,20000613,20000613-09:30:00,20000613-16:15:00
QQQ,20000614,20000614-09:30:00,20000614-16:15:00
QQQ,20000615,20000615-09:30:00,20000615-16:15:00
QQQ,20000616,20000616-09:30:00,20000616-16:15:00
QQQ,20000619,20000619-09:30:00,20000619-16:15:00
QQQ,20000620,20000620-09:30:00,20000620-16:15:00
QQQ,20000621,20000621-09:30:00,20000621-16:15:00
QQQ,20000622,20000622-09:30:00,20000622-16:15:00
QQQ,20000623,20000623-09:30:00,20000623-16:15:00
QQQ,20000626,20000626-09:30:00,20000626-16:15:00
QQQ,20000627,20000627-09:30:00,20000627-16:15:00
QQQ,20000628,20000628-09:30:00,20000628-16:15:00
QQQ,20000629,20000629-09:30:00,20000629-16:15:00
QQQ,20000630,20000630-09:30:00,20000630-16:15:00
QQQ,20000703,20000703-09:30:00,20000703-16:15:00
QQQ,20000704,20000704-09:30:00,20000704-16:15:00
QQQ,20000705,20000705-09:30:00,20000705-16:15:00
QQQ,20000706,20000706-09:30:00,20000706-16:15:00
QQQ,20000707,20000707-09:30:00,20000707-16:15:00
QQQ,20000710,20000710-09:30:00,20000710-16:15:00
QQQ,20000711,20000711-09:30:00,20000711-16:15:00
QQQ,20000712,20000712-09:30:00,20000712-16:15:00
QQQ,20000713,20000713-09:30:00,20000713-16:15:00
QQQ,20000714,20000714-09:30:00,20000714-16:15:00
QQQ,20000717,20000717-09:30:00,20000717-16:15:00
QQQ,20000718,20000718-09:30:00,20000718-16:15:00
QQQ,20000719,20000719-09:30:00,20000719-16:15:00
QQQ,20000720,20000720-09:30:00,20000720-16:15:00
QQQ,20000721,20000721-09:30:00,20000721-16:15:00
QQQ,20000724,20000724-09:30:00,20000724-16:15:00
QQQ,20000725,20000725-09:30:00,20000725-16:15:00
QQQ,20000726,20000726-09:30:00,20000726-16:15:00
QQQ,20000727,20000727-09:30:00,20000727-16:15:00
QQQ,20000728,20000728-09:30:00,20000728-16:15:00
QQQ,20000731,20000731-09:30:00,20000731-16:15:00
QQQ,20000801,20000801-09:30:00,20000801-16:15:00
QQQ,20000802,20000802-09:30:00,20000802-16:15:00
QQQ,20000803,20000803-09:30:00,20000803-16:15:00
QQQ,20000804,20000804-09:30:00,20000804-16:15:00
QQQ,20000807,20000807-09:30:00,20000807-16:15:00
QQQ,20000808,20000808-09:30:00,20000808-16:15:00
QQQ,20000809,20000809-09:30:00,20000809-16:15:00
QQQ,20000810,20000810-09:30:00,20000810-16:15:00
QQQ,20000811,20000811-09:30:00,20000811-16:15:00
QQQ,20000814,20000814-09:30:00,20000814-16:15:00
QQQ,20000815,20000815-09:30:00,20000815-16:15:00
QQQ,20000816,20000816-09:30:00,20000816-16:15:00
QQQ,20000817,20000817-09:30:00,20000817-16:15:00
QQQ,20000818,20000818-09:30:00,20000818-16:15:00
QQQ,20000821,20000821-09:30:00,20000821-16:15:00
QQQ,20000822,20000822-09:30:00,20000822-16:15:00
QQQ,20000823,20000823-09:30:00,20000823-16:15:00
QQQ,20000824,20000824-09:30:00,20000824-16:15:00
QQQ,20000825,20000825-09:30:00,20000825-16:15:00
QQQ,20000828,20000828-09:30:00,20000828-16:15:00
QQQ,20000829,20000829-09:30:00,20000829-16:15:00
QQQ,20000830,20000830-09:30:00,20000830-16:15:00
QQQ,20000831,20000831-09:30:00,20000831-16:15:00
QQQ,20000901,20000901-09:30:00,20000901-16:15:00
QQQ,20000904,20000904-09:30:00,20000904-16:15:00
QQQ,20000905,20000905-09:30:00,20000905-16:15:00
QQQ,20000906,20000906-09:30:00,20000906-16:15:00
QQQ,20000907,20000907-09:30:00,20000907-16:15:00
QQQ,20000908,20000908-09:30:00,20000908-16:15:00
QQQ,20000911,20000911-09:30:00,20000911-16:15:00
QQQ,20000912,20000912-09:30:00,20000912-16:15:00
QQQ,20000913,20000913-09:30:00,20000913-16:15:00
QQQ,20000914,20000914-09:30:00,20000914-16:15:00
QQQ,20000915,20000915-09:30:00,20000915-16:15:00
QQQ,20000918,20000918-09:30:00,20000918-16:15:00
QQQ,20000919,20000919-09:30:00,20000919-16:15:00
QQQ,20000920,20000920-09:30:00,20000920-16:15:00
QQQ,20000921,20000921-09:30:00,20000921-16:15:00
QQQ,20000922,20000922-09:30:00,20000922-16:15:00
QQQ,20000925,20000925-09:30:00,20000925-16:15:00
QQQ,20000926,20000926-09:30:00,20000926-16:15:00
QQQ,20000927,20000927-09:30:00,20000927-16:15:00
QQQ,20000928,20000928-09:30:00,20000928-16:15:00
QQQ,20000929,20000929-09:30:00,20000929-16:15:00
QQQ,20001002,20001002-09:30:00,20001002-16:15:00
QQQ,20001003,20001003-09:30:00,20001003-16:15:00
QQQ,20001004,20001004-09:30:00,20001004-16:15:00
QQQ,20001005,20001005-09:30:00,20001005-16:15:00
QQQ,20001006,20001006-09:30:00,20001006-16:15:00
QQQ,20001009,20001009-09:30:00,20001009-16:15:00
QQQ,20001010,20001010-09:30:00,20001010-16:15:00
QQQ,20001011,20001011-09:30:00,20001011-16:15:00
QQQ,20001012,20001012-09:30:00,20001012-16:15:00
QQQ,20001013,20001013-09:30:00,20001013-16:15:00
QQQ,20001016,20001016-09:30:00,20001016-16:15:00
QQQ,20001017,20001017-09:30:00,20001017-16:15:00
QQQ,20001018,20001018-09:30:00,20001018-16:15:00
QQQ,20001019,20001019-09:30:00,20001019-16:15:00
QQQ,20001020,20001020-09:30:00,20001020-16:15:00
QQQ,20001023,20001023-09:30:00,20001023-16:15:00
QQQ,20001024,20001024-09:30:00,20001024-16:15:00
QQQ,20001025,20001025-09:30:00,20001025-16:15:00
QQQ,20001026,20001026-09:30:00,20001026-16:15:00
QQQ,20001027,20001027-09:30:00,20001027-16:15:00
QQQ,20001030,20001030-09:30:00,20001030-16:15:00
QQQ,20001031,20001031-09:30:00,20001031-16:15:00
QQQ,20001101,20001101-09:30:00,20001101-16:15:00
QQQ,20001102,20001102-09:30:00,20001102-16:15:00
QQQ,20001103,20001103-09:30:00,20001103-16:15:00
QQQ,20001106,20001106-09:30:00,20001106-16:15:00
QQQ,20001107,20001107-09:30:00,20001107-16:15:00
QQQ,20001108,20001108-09:30:00,20001108-16:15:00
QQQ,20001109,20001109-09:30:00,20001109-16:15:00
QQQ,20001110,20001110-09:30:00,20001110-16:15:00
QQQ,20001113,20001113-09:30:00,20001113-16:15:00
QQQ,20001114,20001114-09:30:00,20001114-16:15:00
QQQ,20001115,20001115-09:30:00,20001115-16:15:00
QQQ,20001116,20001116-09:30:00,20001116-16:15:00
QQQ,20001117,20001117-09:30:00,20001117-16:15:00
QQQ,20001120,20001120-09:30:00,20001120-16:15:00
QQQ,20001121,20001121-09:30:00,20001121-16:15:00
QQQ,20001122,20001122-09:30:00,20001122-16:15:00
QQQ,20001123,20001123-09:30:00,20001123-16:15:00
QQQ,20001124,20001124-09:30:00,20001124-16:15:00
QQQ,20001127,20001127-09:30:00,20001127-16:15:00
QQQ,20001128,20001128-09:30:00,20001128-16:15:00
QQQ,20001129,20001129-09:30:00,20001129-16:15:00
QQQ,20001130,20001130-09:30:00,20001130-16:15:00
QQQ,20001201,20001201-09:30:00,20001201-16:15:00
QQQ,20001204,20001204-09:30:00,20001204-16:15:00
QQQ,20001205,20001205-09:30:00,20001205-16:15:00
QQQ,20001206,20001206-09:30:00,20001206-16:15:00
QQQ,20001207,20001207-09:30:00,20001207-16:15:00
QQQ,20001208,20001208-09:30:00,20001208-16:15:00
QQQ,20001211,20001211-09:30:00,20001211-16:15:00
QQQ,20001212,20001212-09:30:00,20001212-16:15:00
QQQ,20001213,20001213-09:30:00,20001213-16:15:00
QQQ,20001214,20001214-09:30:00,20001214-16:15:00
QQQ,20001215,20001215-09:30:00,20001215-16:15:00
QQQ,20001218,20001218-09:30:00,20001218-16:15:00
QQQ,20001219,20001219-09:30:00,20001219-16:15:00
QQQ,20001220,20001220-09:30:00,20001220-16:15:00
QQQ,20001221,20001221-09:30:00,20001221-16:15:00
QQQ,20001222,20001222-09:30:00,20001222-16:15:00
QQQ,20001225,20001225-09:30:00,20001225-16:15:00
QQQ,20001226,20001226-09:30:00,20001226-16:15:00
QQQ,20001227,20001227-09:30:00,20001227-16:15:00
QQQ,20001228,20001228-09:30:00,20001228-16:15:00
QQQ,20001229,20001229-09:30:00,20001229-16:15:00
QQQ,20010101,20010101-09:30:00,20010101-16:15:00
QQQ,20010102,20010102-09:30:00,20010102-16:15:00
QQQ,20010103,20010103-09:30:00,20010103-16:15:00
QQQ,20010104,20010104-09:30:00,20010104-16:15:00
QQQ,20010105,20010105-09:30:00,20010105-16:15:00
QQQ,20010108,20010108-09:30:00,20010108-16:15:00
QQQ,20010109,20010109-09:30:00,20010109-16:15:00
QQQ,20010110,20010110-09:30:00,20010110-16:15:00
QQQ,20010111,20010111-09:30:00,20010111-16:15:00
QQQ,20010112,20010112-09:30:00,20010112-16:15:00
QQQ,20010115,20010115-09:30:00,20010115-16:15:00
QQQ,20010116,20010116-09:30:00,20010116-16:15:00
QQQ,20010117,20010117-09:30:00,20010117-16:15:00
QQQ,20010118,20010118-09:30:00,20010118-16:15:00
QQQ,20010119,20010119-09:30:00,20010119-16:15:00
QQQ,20010122,20010122-09:30:00,20010122-16:15:00
QQQ,20010123,20010123-09:30:00,20010123-16:15:00
QQQ,20010124,20010124-09:30:00,20010124-16:15:00
QQQ,20010125,20010125-09:30:00,20010125-16:15:00
QQQ,20010126,20010126-09:30:00,20010126-16:15:00
QQQ,20010129,20010129-09:30:00,20010129-16:15:00
QQQ,20010130,20010130-09:30:00,20010130-16:15:00
QQQ,20010131,20010131-09:30:00,20010131-16:15:00
QQQ,20010201,20010201-09:30:00,20010201-16:15:00
QQQ,20010202,20010202-09:30:00,20010202-16:15:00
QQQ,20010205,20010205-09:30:00,20010205-16:15:00
QQQ,20010206,20010206-09:30:00,20010206-16:15:00
QQQ,20010207,20010207-09:30:00,20010207-16:15:00
QQQ,20010208,20010208-09:30:00,20010208-16:15:00
QQQ,20010209,20010209-09:30:00,20010209-16:15:00
QQQ,20010212,20010212-09:30:00,20010212-16:15:00
QQQ,20010213,20010213-09:30:00,20010213-16:15:00
QQQ,20010214,20010214-09:30:00,20010214-16:15:00
QQQ,20010215,20010215-09:30:00,20010215-16:15:00
QQQ,20010216,20010216-09:30:00,20010216-16:15:00
QQQ,20010219,20010219-09:30:00,20010219-16:15:00
QQQ,20010220,20010220-09:30:00,20010220-16:15:00
QQQ,20010221,20010221-09:30:00,20010221-16:15:00
QQQ,20010222,20010222-09:30:00,20010222-16:15:00
QQQ,20010223,20010223-09:30:00,20010223-16:15:00
QQQ,20010226,20010226-09:30:00,20010226-16:15:00
QQQ,20010227,20010227-09:30:00,20010227-16:15:00
QQQ,20010228,20010228-09:30:00,20010228-16:15:00
QQQ,20010301,20010301-09:30:00,20010301-16:15:00
QQQ,20010302,20010302-09:30:00,20010302-16:15:00
QQQ,20010305,20010305-09:30:00,20010305-16:15:00
QQQ,20010306,20010306-09:30:00,20010306-16:15:00
QQQ,20010307,20010307-09:30:00,20010307-16:15:00
QQQ,20010308,20010308-09:30:00,20010308-16:15:00
QQQ,20010309,20010309-09:30:00,20010309-16:15:00
QQQ,20010312,20010312-09:30:00,20010312-16:15:00
QQQ,20010313,20010313-09:30:00,20010313-16:15:00
QQQ,20010314,20010314-09:30:00,20010314-16:15:00
QQQ,20010315,20010315-09:30:00,20010315-16:15:00
QQQ,20010316,20010316-09:30:00,20010316-16:15:00
QQQ,20010319,20010319-09:30:00,20010319-16:15:00
QQQ,20010320,20010320-09:30:00,20010320-16:15:00
QQQ,20010321,20010321-09:30:00,20010321-16:15:00
QQQ,20010322,20010322-09:30:00,20010322-16:15:00
QQQ,20010323,20010323-09:30:00,20010323-16:15:00
QQQ,20010326,20010326-09:30:00,20010326-16:15:00
QQQ,20010327,20010327-09:30:00,20010327-16:15:00
QQQ,20010328,20010328-09:30:00,20010328-16:15:00
QQQ,20010329,20010329-09:30:00,20010329-16:15:00
QQQ,20010330,20010330-09:30:00,20010330-16:15:00
QQQ,20010402,20010402-09:30:00,20010402-16:15:00
QQQ,20010403,20010403-09:30:00,20010403-16:15:00
QQQ,20010404,20010404-09:30:00,20010404-16:15:00
QQQ,20010405,20010405-09:30:00,20010405-16:15:00
QQQ,20010406,20010406-09:30:00,20010406-16:15:00
QQQ,20010409,20010409-09:30:00,20010409-16:15:00
QQQ,20010410,20010410-09:30:00,20010410-16:15:00
QQQ,20010411,20010411-09:30:00,20010411-16:15:00
QQQ,20010412,20010412-09:30:00,20010412-16:15:00
QQQ,20010413,20010413-09:30:00,20010413-16:15:00
QQQ,20010416,20010416-09:30:00,20010416-16:15:00
QQQ,20010417,20010417-09:30:00,20010417-16:15:00
QQQ,20010418,20010418-09:30:00,20010418-16:15:00
QQQ,20010419,20010419-09:30:00,20010419-16:15:00
QQQ,20010420,20010420-09:30:00,20010420-16:15:00
QQQ,20010423,20010423-09:30:00,20010423-16:15:00
QQQ,20010424,20010424-09:30:00,20010424-16:15:00
QQQ,20010425,20010425-09:30:00,20010425-16:15:00
QQQ,20010426,20010426-09:30:00,20010426-16:15:00
QQQ,20010427,20010427-09:30:00,20010427-16:15:00
QQQ,20010430,20010430-09:30:00,20010430-16:15:00
QQQ,20010501,20010501-09:30:00,20010501-16:15:00
QQQ,20010502,20010502-09:30:00,20010502-16:15:00
QQQ,20010503,20010503-09:30:00,20010503-16:15:00
QQQ,20010504,20010504-09:30:00,20010504-16:15:00
QQQ,20010507,20010507-09:30:00,20010507-16:15:00
QQQ,20010508,20010508-09:30:00,20010508-16:15:00
QQQ,20010509,20010509-09:30:00,20010509-16:15:00
QQQ,20010510,20010510-09:30:00,20010510-16:15:00
QQQ,20010511,20010511-09:30:00,20010511-16:15:00
QQQ,20010514,20010514-09:30:00,20010514-16:15:00
QQQ,20010515,20010515-09:30:00,20010515-16:15:00
QQQ,20010516,20010516-09:30:00,20010516-16:15:00
QQQ,20010517,20010517-09:30:00,20010517-16:15:00
QQQ,20010518,20010518-09:30:00,20010518-16:15:00
QQQ,20010521,20010521-09:30:00,20010521-16:15:00
QQQ,20010522,20010522-09:30:00,20010522-16:15:00
QQQ,20010523,20010523-09:30:00,20010523-16:15:00
QQQ,20010524,20010524-09:30:00,20010524-16:15:00
QQQ,20010525,20010525-09:30:00,20010525-16:15:00
QQQ,20010528,20010528-09:30:00,20010528-16:15:00
QQQ,20010529,20010529-09:30:00,20010529-16:15:00
